"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Sep 30 11:51:01 CST 2020","Wed Sep 30 11:52:47 CST 2020","105802","TestCase","test_systembase","TestSystemBase","","","test_theme[test_input0]","主题样式"
